N,P,K,temperature,humidity,ph,rainfall,soil,crop_label
31,25,12,18.05,90.04,7.02,111.78,loamy,orange
22,72,85,18.87,15.66,6.39,88.51,loamy,soybean
107,10,49,25.83,89.0,6.76,45.25,loamy clay ,pepper
107,22,54,28.0,90.85,6.63,21.62,sandy loam,tomatoes
95,30,52,29.48,90.34,6.64,26.04,sandy loam,tomatoes
23,70,15,34.6,63.11,7.4,60.42,sandy loam,cassava
78,35,44,26.54,84.67,7.07,183.62,clay,rice
91,50,40,20.82,84.13,6.46,230.22,clay,rice
5,65,16,21.33,18.49,5.87,109.1,clay,beans
81,45,35,26.53,80.12,6.16,218.92,clay,rice
85,9,53,28.21,92.87,6.45,28.79,sandy loam,tomatoes
86,37,16,20.52,59.21,5.56,67.61,sandy loam,maize
114,8,50,24.75,88.31,6.58,57.96,loamy clay ,pepper
66,53,41,25.08,80.52,7.78,257.0,clay,rice
22,55,20,33.95,69.96,7.42,61.16,sandy loam,cassava
100,6,53,29.05,93.92,6.11,23.67,sandy loam,tomatoes
36,38,15,28.36,87.6,6.32,58.0,loamy,yam
5,15,38,18.26,88.17,5.71,108.08,sandy loam,guinea_corn
35,57,83,19.48,17.45,7.48,80.5,loamy,soybean
103,16,49,24.07,81.64,6.92,51.75,loamy clay ,pepper
105,14,50,26.21,87.69,6.42,59.66,loamy clay ,pepper
63,35,16,22.03,65.36,6.27,83.73,sandy loam,maize
19,39,17,29.28,81.8,6.89,44.47,loamy,yam
55,78,21,33.39,62.94,6.6,63.57,sandy loam,cassava
120,23,55,27.84,91.61,6.73,26.48,sandy loam,tomatoes
11,46,24,27.65,89.81,6.46,56.53,loamy,yam
27,73,79,19.16,15.84,7.35,82.7,loamy,soybean
61,52,41,24.98,83.89,6.88,204.8,clay,rice
32,57,18,15.54,23.76,5.7,107.39,clay,beans
4,20,41,24.27,93.8,6.54,104.54,sandy loam,guinea_corn
117,30,50,24.9,87.21,6.74,46.59,loamy clay ,pepper
27,69,22,17.92,24.91,5.93,69.15,clay,beans
53,73,77,19.71,18.1,7.33,73.64,loamy,soybean
29,36,25,28.29,88.44,7.13,48.57,loamy,yam
57,58,77,18.73,17.58,7.98,81.2,loamy,soybean
102,11,45,29.03,93.13,6.36,24.16,sandy loam,tomatoes
99,50,15,18.15,71.09,5.57,88.08,sandy loam,maize
88,5,47,25.86,86.67,6.66,41.17,loamy clay ,pepper
13,30,37,20.86,91.62,6.28,106.87,sandy loam,guinea_corn
99,38,21,22.88,71.6,6.35,67.73,sandy loam,maize
106,20,51,29.73,90.97,6.34,20.49,sandy loam,tomatoes
19,65,25,18.1,18.29,5.63,144.79,clay,beans
22,71,17,18.15,19.39,5.51,107.69,clay,beans
70,36,42,21.84,80.73,6.95,202.38,clay,rice
20,79,77,18.55,16.03,7.65,76.33,loamy,soybean
94,53,40,20.28,82.89,5.72,241.97,clay,rice
8,54,20,28.33,80.77,7.03,38.8,loamy,yam
113,6,52,27.76,90.36,6.74,25.22,sandy loam,tomatoes
95,55,42,26.8,82.15,5.95,193.35,clay,rice
37,24,13,19.14,90.71,7.85,108.02,loamy,orange
15,6,41,19.01,88.84,6.9,108.68,sandy loam,guinea_corn
95,12,51,25.76,84.17,6.68,44.22,loamy clay ,pepper
97,22,50,26.26,86.15,6.77,58.98,loamy clay ,pepper
32,18,13,13.84,91.75,6.04,107.99,loamy,orange
99,50,15,18.15,71.09,5.57,88.08,sandy loam,maize
41,78,21,25.2,60.37,6.58,70.89,sandy loam,cassava
120,25,50,28.05,94.82,6.33,21.85,sandy loam,tomatoes
101,25,52,29.1,94.22,6.75,22.52,sandy loam,tomatoes
20,68,23,25.55,63.95,7.71,63.18,sandy loam,cassava
26,11,11,13.7,90.96,7.61,106.29,loamy,orange
25,76,24,15.33,24.92,5.57,135.33,clay,beans
95,13,46,29.84,93.76,6.13,23.28,sandy loam,tomatoes
6,7,7,27.68,94.47,7.2,114.0,loamy,orange
0,25,14,19.34,91.98,6.36,116.45,loamy,orange
1,17,6,10.79,91.38,6.82,117.53,loamy,orange
40,51,17,28.66,86.12,6.86,50.02,loamy,yam
2,38,18,27.54,89.93,6.62,45.49,loamy,yam
20,72,19,32.48,64.35,7.4,65.82,sandy loam,cassava
70,36,42,21.84,80.73,6.95,202.38,clay,rice
52,56,85,20.12,14.44,6.82,88.68,loamy,soybean
13,8,12,25.16,92.55,7.11,114.31,loamy,orange
32,25,35,18.1,85.71,5.89,107.01,sandy loam,guinea_corn
88,29,51,24.72,88.95,6.1,48.46,loamy clay ,pepper
20,8,12,25.3,94.96,7.26,117.97,loamy,orange
20,68,23,25.55,63.95,7.71,63.18,sandy loam,cassava
31,75,18,15.47,21.44,5.82,88.89,clay,beans
84,44,21,21.87,61.91,5.85,107.27,sandy loam,maize
39,30,38,20.13,87.6,6.97,108.07,sandy loam,guinea_corn
59,63,18,31.66,60.13,6.53,66.69,sandy loam,cassava
27,56,20,19.26,20.51,5.54,94.95,clay,beans
12,78,23,16.07,18.72,6.0,88.07,clay,beans
61,52,41,24.98,83.89,6.88,204.8,clay,rice
83,15,49,28.93,91.39,6.44,23.2,sandy loam,tomatoes
99,29,55,29.19,91.46,6.66,26.48,sandy loam,tomatoes
55,60,15,32.8,68.78,7.16,64.11,sandy loam,cassava
10,5,5,21.21,91.35,7.82,112.98,loamy,orange
95,23,45,27.82,90.57,6.27,21.19,sandy loam,tomatoes
40,58,75,18.59,14.78,6.17,89.61,loamy,soybean
27,62,77,18.2,14.71,6.58,70.18,loamy,soybean
43,68,81,17.48,17.93,6.76,78.92,loamy,soybean
9,16,39,18.41,91.12,6.1,105.18,sandy loam,guinea_corn
29,16,36,19.81,88.93,5.74,102.86,sandy loam,guinea_corn
12,8,10,16.15,91.44,8.0,107.43,loamy,orange
57,68,81,17.17,17.3,8.08,72.79,loamy,soybean
28,46,16,29.01,84.96,6.66,45.91,loamy,yam
57,57,75,17.09,18.25,7.79,87.27,loamy,soybean
82,22,45,26.22,85.35,6.51,54.6,loamy clay ,pepper
32,56,21,27.39,88.67,6.7,58.3,loamy,yam
31,58,15,27.11,84.97,7.12,51.53,loamy,yam
88,17,52,29.9,90.75,6.65,25.38,sandy loam,tomatoes
53,73,77,19.71,18.1,7.33,73.64,loamy,soybean
73,57,41,21.45,84.94,5.82,272.2,clay,rice
59,60,84,19.03,18.67,7.69,94.71,loamy,soybean
70,36,42,21.84,80.73,6.95,202.38,clay,rice
49,69,82,18.32,15.36,6.26,81.79,loamy,soybean
5,59,15,18.87,20.18,5.97,134.18,clay,beans
43,79,79,19.41,18.98,7.81,80.25,loamy,soybean
98,53,38,20.27,81.64,5.01,270.44,clay,rice
34,60,23,20.13,24.97,5.66,100.05,clay,beans
13,7,43,18.2,91.12,7.01,109.66,sandy loam,guinea_corn
18,5,11,20.88,90.94,6.25,102.46,loamy,orange
25,27,41,19.2,94.28,6.92,108.04,sandy loam,guinea_corn
97,36,45,22.23,81.86,6.94,278.08,clay,rice
109,26,45,28.28,90.39,6.22,21.59,sandy loam,tomatoes
9,48,22,27.77,87.1,6.4,49.51,loamy,yam
91,13,47,29.11,92.44,6.14,27.96,sandy loam,tomatoes
101,17,55,24.37,87.13,6.45,44.64,loamy clay ,pepper
8,28,37,23.88,86.21,6.08,108.31,sandy loam,guinea_corn
93,22,48,29.13,91.52,6.78,21.9,sandy loam,tomatoes
56,76,16,28.27,61.19,7.51,63.3,sandy loam,cassava
49,69,82,18.32,15.36,6.26,81.79,loamy,soybean
25,78,76,17.48,15.76,7.23,66.97,loamy,soybean
87,54,20,25.62,63.47,6.58,108.83,sandy loam,maize
98,7,45,27.79,92.51,6.16,26.85,sandy loam,tomatoes
61,44,17,26.1,71.57,6.93,102.27,sandy loam,maize
25,63,20,15.79,21.15,5.5,95.17,clay,beans
101,25,52,29.1,94.22,6.75,22.52,sandy loam,tomatoes
69,37,42,23.06,83.37,7.07,251.05,clay,rice
95,12,46,26.22,81.01,6.32,54.65,loamy clay ,pepper
62,48,20,21.7,60.47,6.71,95.71,sandy loam,maize
100,17,48,29.73,94.3,6.37,26.52,sandy loam,tomatoes
114,8,52,29.34,94.55,6.42,28.23,sandy loam,tomatoes
9,11,8,24.86,94.39,6.56,111.78,loamy,orange
22,78,76,17.85,19.09,8.62,76.32,loamy,soybean
90,44,38,23.84,83.88,7.47,241.2,clay,rice
78,58,15,25.01,67.82,6.53,62.91,sandy loam,maize
37,72,18,18.88,24.54,5.72,105.41,clay,beans
89,54,38,24.52,83.54,6.69,230.45,clay,rice
83,57,19,25.73,70.75,6.88,98.74,sandy loam,maize
18,5,11,20.88,90.94,6.25,102.46,loamy,orange
37,6,13,26.03,91.51,7.51,101.28,loamy,orange
9,8,40,22.49,89.92,6.55,111.66,sandy loam,guinea_corn
11,61,21,18.62,23.02,5.53,135.34,clay,beans
19,78,16,20.65,23.11,5.97,67.72,clay,beans
36,55,20,27.01,84.34,6.64,55.3,loamy,yam
58,70,84,20.65,16.61,6.23,74.66,loamy,soybean
98,26,49,27.29,90.53,6.13,23.5,sandy loam,tomatoes
49,71,76,19.71,17.64,6.61,85.58,loamy,soybean
78,40,38,26.46,83.86,7.55,248.23,clay,rice
55,78,21,33.39,62.94,6.6,63.57,sandy loam,cassava
72,60,25,18.53,69.03,5.77,88.1,sandy loam,maize
42,67,77,18.99,15.94,6.11,78.71,loamy,soybean
23,5,44,21.21,94.26,7.16,107.57,sandy loam,guinea_corn
24,18,6,26.57,94.45,6.29,116.38,loamy,orange
19,39,17,29.28,81.8,6.89,44.47,loamy,yam
25,70,16,19.63,18.91,5.76,106.36,clay,beans
5,45,21,28.36,88.01,6.49,43.05,loamy,yam
86,37,16,20.52,59.21,5.56,67.61,sandy loam,maize
89,45,36,21.33,80.47,6.44,185.5,clay,rice
42,79,23,27.72,63.29,6.78,68.57,sandy loam,cassava
28,72,84,18.73,19.18,6.48,71.58,loamy,soybean
36,24,41,24.94,94.26,7.01,103.88,sandy loam,guinea_corn
14,41,17,29.13,88.48,7.09,36.45,loamy,yam
60,68,83,19.12,18.43,6.62,85.53,loamy,soybean
36,24,41,24.94,94.26,7.01,103.88,sandy loam,guinea_corn
60,36,43,23.43,83.06,5.29,219.9,clay,rice
77,58,19,22.81,56.51,5.79,101.6,sandy loam,maize
29,22,43,19.66,87.95,5.56,106.04,sandy loam,guinea_corn
21,39,20,28.14,82.12,7.06,46.76,loamy,yam
95,16,46,27.08,90.14,6.75,24.45,sandy loam,tomatoes
85,21,47,29.87,90.61,6.19,24.7,sandy loam,tomatoes
107,10,49,25.83,89.0,6.76,45.25,loamy clay ,pepper
5,45,21,28.36,88.01,6.49,43.05,loamy,yam
28,58,24,19.73,18.28,5.75,143.76,clay,beans
28,58,81,17.48,16.54,6.18,93.35,loamy,soybean
12,6,8,30.85,92.87,6.39,107.41,loamy,orange
93,58,38,20.62,83.77,6.93,279.55,clay,rice
13,30,37,20.86,91.62,6.28,106.87,sandy loam,guinea_corn
109,21,55,24.9,89.74,6.77,57.45,loamy clay ,pepper
112,25,51,25.05,85.57,6.93,56.72,loamy clay ,pepper
30,75,81,19.42,16.81,6.41,68.52,loamy,soybean
26,11,11,13.7,90.96,7.61,106.29,loamy,orange
74,43,23,25.95,61.89,6.33,99.58,sandy loam,maize
35,64,78,17.93,14.27,7.5,85.37,loamy,soybean
90,49,21,24.84,68.36,6.47,74.05,sandy loam,maize
73,58,21,19.97,57.68,6.6,60.65,sandy loam,maize
37,55,82,19.46,18.02,6.42,78.45,loamy,soybean
4,41,20,28.15,83.8,6.65,37.45,loamy,yam
29,22,40,23.63,89.73,6.15,107.68,sandy loam,guinea_corn
22,72,85,18.87,15.66,6.39,88.51,loamy,soybean
99,36,20,20.58,65.35,6.67,78.35,sandy loam,maize
25,70,16,19.63,18.91,5.76,106.36,clay,beans
95,12,46,26.22,81.01,6.32,54.65,loamy clay ,pepper
57,73,85,18.49,14.72,7.36,91.95,loamy,soybean
36,55,20,27.01,84.34,6.64,55.3,loamy,yam
118,18,52,28.05,90.83,6.56,20.76,sandy loam,tomatoes
89,25,54,24.69,85.57,6.35,48.99,loamy clay ,pepper
27,63,19,20.93,21.19,5.56,133.19,clay,beans
95,52,36,26.23,83.84,5.54,286.51,clay,rice
34,76,80,20.66,15.85,7.99,65.24,loamy,soybean
30,65,82,20.71,15.28,6.11,76.78,loamy,soybean
11,72,20,19.52,24.93,5.95,113.33,clay,beans
5,74,21,16.24,21.36,5.59,66.97,clay,beans
7,79,23,19.64,19.69,5.82,96.66,clay,beans
110,7,45,26.64,84.7,6.19,48.32,loamy clay ,pepper
7,63,24,22.95,24.04,5.86,107.73,clay,beans
67,45,38,22.73,82.17,7.3,260.89,clay,rice
49,69,82,18.32,15.36,6.26,81.79,loamy,soybean
20,60,78,18.17,14.7,6.36,90.78,loamy,soybean
108,23,51,26.84,83.85,6.11,40.23,loamy clay ,pepper
40,21,8,34.91,92.88,7.42,102.19,loamy,orange
84,18,46,27.09,93.42,6.78,25.32,sandy loam,tomatoes
40,78,20,19.19,20.83,5.67,80.15,clay,beans
85,25,47,26.11,87.64,6.3,58.48,loamy clay ,pepper
39,28,10,31.35,91.48,7.18,109.15,loamy,orange
50,56,76,21.0,19.86,7.97,73.51,loamy,soybean
2,61,20,22.14,23.02,5.96,76.64,clay,beans
98,7,45,27.79,92.51,6.16,26.85,sandy loam,tomatoes
21,23,42,19.54,90.3,6.9,104.37,sandy loam,guinea_corn
85,25,47,26.11,87.64,6.3,58.48,loamy clay ,pepper
104,17,46,25.71,80.23,6.19,43.09,loamy clay ,pepper
4,19,42,23.83,87.84,6.31,111.22,sandy loam,guinea_corn
20,60,78,18.17,14.7,6.36,90.78,loamy,soybean
27,69,22,17.92,24.91,5.93,69.15,clay,beans
5,65,16,21.33,18.49,5.87,109.1,clay,beans
97,8,52,24.91,86.97,6.24,49.49,loamy clay ,pepper
19,65,25,18.1,18.29,5.63,144.79,clay,beans
83,57,19,25.73,70.75,6.88,98.74,sandy loam,maize
95,16,46,27.08,90.14,6.75,24.45,sandy loam,tomatoes
24,67,22,20.12,22.9,5.62,104.63,clay,beans
9,69,20,19.31,23.96,5.59,129.34,clay,beans
77,36,23,24.71,56.73,6.65,88.45,sandy loam,maize
110,25,54,28.91,90.78,6.43,23.44,sandy loam,tomatoes
8,54,20,28.33,80.77,7.03,38.8,loamy,yam
49,76,18,27.05,67.7,7.39,60.47,sandy loam,cassava
94,54,17,23.39,61.74,5.87,107.32,sandy loam,maize
87,6,45,29.83,90.79,6.4,22.84,sandy loam,tomatoes
7,16,9,18.88,92.04,7.81,114.67,loamy,orange
30,75,81,19.42,16.81,6.41,68.52,loamy,soybean
13,47,20,29.22,87.94,6.54,43.14,loamy,yam
24,27,9,18.87,93.25,6.16,119.39,loamy,orange
24,42,23,28.22,82.36,6.43,44.01,loamy,yam
82,40,40,23.83,84.81,6.27,298.56,clay,rice
91,12,46,24.64,85.5,6.34,48.31,loamy clay ,pepper
9,77,17,20.12,24.45,5.78,106.16,clay,beans
25,60,22,21.63,21.18,5.89,134.36,clay,beans
79,43,39,21.67,80.71,7.06,210.81,clay,rice
72,60,25,18.53,69.03,5.77,88.1,sandy loam,maize
82,22,45,26.22,85.35,6.51,54.6,loamy clay ,pepper
34,71,79,17.93,15.86,7.73,74.64,loamy,soybean
64,45,43,25.63,83.53,5.53,209.9,clay,rice
20,79,77,18.55,16.03,7.65,76.33,loamy,soybean
27,79,82,17.07,17.54,6.31,70.87,loamy,soybean
99,36,20,20.58,65.35,6.67,78.35,sandy loam,maize
0,55,22,22.99,20.58,5.92,143.86,clay,beans
57,68,81,17.17,17.3,8.08,72.79,loamy,soybean
118,21,51,24.43,86.34,6.68,48.58,loamy clay ,pepper
38,21,35,20.34,89.38,5.84,110.97,sandy loam,guinea_corn
53,65,76,20.19,16.42,6.72,77.34,loamy,soybean
37,18,39,24.15,94.51,6.42,110.23,sandy loam,guinea_corn
88,54,44,25.74,83.88,6.15,233.13,clay,rice
21,51,15,29.36,89.19,6.68,48.3,loamy,yam
93,58,38,20.62,83.77,6.93,279.55,clay,rice
96,13,55,29.53,94.57,6.7,21.14,sandy loam,tomatoes
113,19,46,25.42,81.12,6.29,49.52,loamy clay ,pepper
76,44,17,20.42,62.55,5.86,65.28,sandy loam,maize
118,15,45,24.21,84.21,6.54,48.01,loamy clay ,pepper
80,18,51,28.05,91.82,6.71,20.77,sandy loam,tomatoes
20,20,10,11.87,93.68,6.98,106.06,loamy,orange
34,60,22,17.66,18.15,5.64,100.67,clay,beans
97,36,45,22.23,81.86,6.94,278.08,clay,rice
11,60,23,27.34,88.5,7.03,51.1,loamy,yam
95,23,45,27.82,90.57,6.27,21.19,sandy loam,tomatoes
5,24,40,24.69,93.87,6.3,104.67,sandy loam,guinea_corn
71,46,40,20.28,82.12,7.24,191.95,clay,rice
11,14,5,11.5,94.89,6.95,115.57,loamy,orange
93,41,17,25.62,66.5,6.05,105.47,sandy loam,maize
21,23,42,19.54,90.3,6.9,104.37,sandy loam,guinea_corn
29,21,45,23.41,93.13,6.75,105.22,sandy loam,guinea_corn
59,62,83,18.58,19.22,8.1,72.95,loamy,soybean
83,23,55,26.9,83.89,6.46,43.97,loamy clay ,pepper
59,69,80,19.08,17.87,8.17,69.41,loamy,soybean
27,80,15,19.07,21.21,5.79,86.22,clay,beans
64,45,43,25.63,83.53,5.53,209.9,clay,rice
85,58,41,21.77,80.32,7.04,226.66,clay,rice
47,79,78,17.48,14.76,6.61,65.11,loamy,soybean
40,27,45,21.66,94.79,5.89,112.43,sandy loam,guinea_corn
0,27,38,22.45,89.9,6.74,109.39,sandy loam,guinea_corn
5,24,40,24.69,93.87,6.3,104.67,sandy loam,guinea_corn
4,19,43,18.07,93.15,5.78,106.36,sandy loam,guinea_corn
76,40,43,25.16,83.12,5.07,231.38,clay,rice
97,25,50,26.22,80.9,6.09,49.09,loamy clay ,pepper
76,47,42,20.08,83.29,5.74,263.64,clay,rice
30,37,25,29.89,80.14,7.12,54.8,loamy,yam
113,20,48,27.47,94.88,6.44,27.28,sandy loam,tomatoes
18,12,8,12.59,91.82,6.21,119.39,loamy,orange
16,8,9,24.6,91.28,7.6,111.29,loamy,orange
28,58,81,17.48,16.54,6.18,93.35,loamy,soybean
7,23,35,19.75,88.72,7.05,102.55,sandy loam,guinea_corn
19,7,10,14.78,91.22,6.12,100.2,loamy,orange
105,30,50,25.3,81.78,6.38,57.04,loamy clay ,pepper
25,40,21,27.73,81.14,6.25,44.18,loamy,yam
24,67,22,20.12,22.9,5.62,104.63,clay,beans
17,58,20,28.07,85.92,6.43,39.24,loamy,yam
120,19,49,25.79,84.27,6.76,56.45,loamy clay ,pepper
75,56,18,19.4,62.36,5.7,60.95,sandy loam,maize
39,30,38,20.13,87.6,6.97,108.07,sandy loam,guinea_corn
42,79,23,27.72,63.29,6.78,68.57,sandy loam,cassava
12,61,19,19.33,24.14,5.66,68.51,clay,beans
106,14,45,24.47,84.16,6.42,57.27,loamy clay ,pepper
57,68,81,17.17,17.3,8.08,72.79,loamy,soybean
101,11,51,25.51,84.24,6.79,44.21,loamy clay ,pepper
101,25,52,29.1,94.22,6.75,22.52,sandy loam,tomatoes
113,20,48,27.47,94.88,6.44,27.28,sandy loam,tomatoes
80,16,46,25.5,81.4,6.94,48.48,loamy clay ,pepper
81,18,50,26.44,80.92,6.51,47.82,loamy clay ,pepper
36,43,21,28.36,84.86,7.14,52.93,loamy,yam
101,10,47,25.54,83.32,6.94,57.57,loamy clay ,pepper
60,55,44,23.0,82.32,7.84,263.96,clay,rice
52,68,78,17.49,16.96,6.9,86.05,loamy,soybean
86,59,35,25.79,82.11,6.95,243.51,clay,rice
19,39,17,29.28,81.8,6.89,44.47,loamy,yam
20,45,22,29.59,89.99,6.9,54.96,loamy,yam
58,63,81,19.81,14.7,6.52,78.97,loamy,soybean
99,38,21,22.88,71.6,6.35,67.73,sandy loam,maize
97,36,45,22.23,81.86,6.94,278.08,clay,rice
92,20,55,25.1,87.53,6.59,59.27,loamy clay ,pepper
114,21,55,25.44,87.94,6.47,57.52,loamy clay ,pepper
94,54,17,23.39,61.74,5.87,107.32,sandy loam,maize
50,56,76,21.0,19.86,7.97,73.51,loamy,soybean
81,53,42,23.68,81.04,5.18,233.7,clay,rice
24,67,22,20.12,22.9,5.62,104.63,clay,beans
77,57,21,24.93,73.8,6.55,79.74,sandy loam,maize
0,25,14,19.34,91.98,6.36,116.45,loamy,orange
89,11,47,29.79,94.65,6.33,27.87,sandy loam,tomatoes
40,64,16,16.43,24.24,5.93,140.37,clay,beans
37,24,13,19.14,90.71,7.85,108.02,loamy,orange
99,5,47,24.13,84.84,6.65,51.19,loamy clay ,pepper
47,63,16,27.44,67.1,6.66,72.51,sandy loam,cassava
8,28,38,23.23,94.43,6.84,105.69,sandy loam,guinea_corn
118,18,52,28.05,90.83,6.56,20.76,sandy loam,tomatoes
40,22,6,24.54,91.91,6.49,115.98,loamy,orange
90,44,38,23.84,83.88,7.47,241.2,clay,rice
26,80,18,19.33,23.33,5.58,104.78,clay,beans
86,55,21,21.54,59.64,6.8,109.75,sandy loam,maize
119,9,50,26.75,83.92,6.25,40.79,loamy clay ,pepper
16,75,21,18.51,23.62,5.68,87.05,clay,beans
70,36,42,21.84,80.73,6.95,202.38,clay,rice
91,55,15,18.09,72.61,6.38,78.96,sandy loam,maize
49,69,82,18.32,15.36,6.26,81.79,loamy,soybean
90,44,38,23.84,83.88,7.47,241.2,clay,rice
74,56,22,18.28,66.66,6.83,80.98,sandy loam,maize
85,25,47,26.11,87.64,6.3,58.48,loamy clay ,pepper
83,23,55,26.9,83.89,6.46,43.97,loamy clay ,pepper
9,8,40,22.49,89.92,6.55,111.66,sandy loam,guinea_corn
31,40,22,29.41,86.16,6.37,53.35,loamy,yam
15,9,11,11.55,94.15,7.91,108.83,loamy,orange
114,30,51,29.25,90.07,6.07,25.93,sandy loam,tomatoes
66,54,21,25.19,60.2,5.92,72.12,sandy loam,maize
9,8,15,14.34,94.36,7.99,110.22,loamy,orange
101,17,55,24.37,87.13,6.45,44.64,loamy clay ,pepper
87,35,25,21.45,63.16,6.18,65.89,sandy loam,maize
30,63,16,23.61,21.91,5.53,100.6,clay,beans
19,7,9,27.26,91.71,6.97,101.14,loamy,orange
100,14,49,29.49,91.08,6.37,26.02,sandy loam,tomatoes
13,16,8,34.74,93.12,6.95,100.2,loamy,orange
23,5,44,21.21,94.26,7.16,107.57,sandy loam,guinea_corn
56,76,16,28.27,61.19,7.51,63.3,sandy loam,cassava
5,24,40,24.69,93.87,6.3,104.67,sandy loam,guinea_corn
84,51,35,22.3,80.64,6.04,197.98,clay,rice
36,11,13,17.34,93.05,7.19,112.72,loamy,orange
19,78,16,20.65,23.11,5.97,67.72,clay,beans
81,41,38,22.68,83.73,7.52,200.91,clay,rice
14,48,21,29.25,84.8,6.99,53.43,loamy,yam
31,53,16,28.74,85.82,6.45,48.55,loamy,yam
84,50,44,25.49,81.41,5.94,182.65,clay,rice
8,28,38,23.23,94.43,6.84,105.69,sandy loam,guinea_corn
27,24,41,24.33,90.88,6.61,110.46,sandy loam,guinea_corn
34,35,21,28.45,82.68,6.68,58.19,loamy,yam
5,29,44,21.02,93.06,5.58,104.78,sandy loam,guinea_corn
65,37,40,23.36,83.6,5.33,188.41,clay,rice
39,28,10,31.35,91.48,7.18,109.15,loamy,orange
108,22,47,28.54,91.73,6.16,25.13,sandy loam,tomatoes
114,30,51,29.25,90.07,6.07,25.93,sandy loam,tomatoes
22,23,44,20.13,89.32,6.14,107.34,sandy loam,guinea_corn
79,42,37,24.87,82.84,6.59,295.61,clay,rice
57,60,84,19.1,17.26,6.59,75.49,loamy,soybean
91,7,53,25.14,89.28,6.46,43.53,loamy clay ,pepper
72,40,38,20.41,82.21,7.59,245.15,clay,rice
20,27,41,20.51,92.52,5.7,110.58,sandy loam,guinea_corn
85,22,53,25.97,89.77,6.85,59.46,loamy clay ,pepper
13,23,6,23.96,90.26,7.37,102.7,loamy,orange
102,25,50,28.2,92.91,6.1,20.36,sandy loam,tomatoes
11,61,21,18.62,23.02,5.53,135.34,clay,beans
22,72,85,18.87,15.66,6.39,88.51,loamy,soybean
61,52,41,24.98,83.89,6.88,204.8,clay,rice
114,30,51,29.25,90.07,6.07,25.93,sandy loam,tomatoes
52,71,16,27.74,68.54,7.08,71.79,sandy loam,cassava
24,44,17,29.86,80.03,6.67,50.66,loamy,yam
0,49,18,29.68,87.94,6.99,41.82,loamy,yam
98,26,52,27.34,90.7,6.15,28.69,sandy loam,tomatoes
40,64,16,16.43,24.24,5.93,140.37,clay,beans
97,36,45,22.23,81.86,6.94,278.08,clay,rice
63,35,16,22.03,65.36,6.27,83.73,sandy loam,maize
97,8,52,24.91,86.97,6.24,49.49,loamy clay ,pepper
23,5,44,21.21,94.26,7.16,107.57,sandy loam,guinea_corn
91,12,46,24.64,85.5,6.34,48.31,loamy clay ,pepper
117,30,50,24.9,87.21,6.74,46.59,loamy clay ,pepper
41,69,82,20.02,16.63,6.72,68.98,loamy,soybean
81,6,55,24.89,85.87,6.11,51.71,loamy clay ,pepper
87,54,20,25.62,63.47,6.58,108.83,sandy loam,maize
60,51,36,22.7,82.81,6.03,257.0,clay,rice
29,76,15,28.54,64.2,7.03,69.69,sandy loam,cassava
57,57,75,17.09,18.25,7.79,87.27,loamy,soybean
113,6,52,27.76,90.36,6.74,25.22,sandy loam,tomatoes
31,76,82,20.82,17.85,7.6,79.21,loamy,soybean
12,29,40,19.68,89.75,6.59,111.28,sandy loam,guinea_corn
36,43,22,27.83,87.17,6.39,58.37,loamy,yam
11,72,20,19.52,24.93,5.95,113.33,clay,beans
20,73,22,16.04,22.33,5.98,130.39,clay,beans
94,50,37,25.67,80.66,6.95,209.59,clay,rice
87,48,25,18.65,61.38,6.66,93.62,sandy loam,maize
7,79,23,19.64,19.69,5.82,96.66,clay,beans
102,24,54,27.72,90.94,6.7,22.82,sandy loam,tomatoes
87,60,23,20.27,63.91,6.44,62.5,sandy loam,maize
118,13,54,24.41,89.82,6.04,44.08,loamy clay ,pepper
9,69,20,19.31,23.96,5.59,129.34,clay,beans
40,64,16,16.43,24.24,5.93,140.37,clay,beans
74,39,38,23.24,84.59,7.78,233.05,clay,rice
39,37,15,29.0,83.79,6.82,59.84,loamy,yam
61,60,15,24.88,68.74,6.27,91.26,sandy loam,maize
12,6,8,30.85,92.87,6.39,107.41,loamy,orange
6,62,22,20.53,18.09,5.82,120.45,clay,beans
62,48,20,21.7,60.47,6.71,95.71,sandy loam,maize
93,56,36,24.01,82.06,6.98,185.28,clay,rice
78,37,22,25.34,63.32,6.33,74.52,sandy loam,maize
36,11,13,17.34,93.05,7.19,112.72,loamy,orange
44,58,18,28.04,65.07,6.81,72.5,sandy loam,cassava
6,18,37,19.66,89.94,5.94,108.05,sandy loam,guinea_corn
74,58,18,20.04,56.36,6.73,109.02,sandy loam,maize
111,5,50,27.59,91.8,6.4,24.84,sandy loam,tomatoes
27,56,20,19.26,20.51,5.54,94.95,clay,beans
86,36,24,26.55,72.89,5.79,73.34,sandy loam,maize
33,12,15,30.26,92.03,6.05,116.72,loamy,orange
115,9,52,29.07,90.98,6.02,29.12,sandy loam,tomatoes
57,73,85,18.49,14.72,7.36,91.95,loamy,soybean
4,41,20,28.15,83.8,6.65,37.45,loamy,yam
44,74,85,20.19,19.64,7.15,78.26,loamy,soybean
9,16,39,18.41,91.12,6.1,105.18,sandy loam,guinea_corn
8,16,6,12.23,90.26,7.11,108.42,loamy,orange
114,30,51,29.25,90.07,6.07,25.93,sandy loam,tomatoes
22,72,85,18.87,15.66,6.39,88.51,loamy,soybean
8,45,18,27.93,85.42,7.01,43.25,loamy,yam
